like_id,user_id,post_id,post_author_id,created_at,period,same_cluster_as_author
l0005111,u0353,p000519,u0013,2026-01-07 20:06:42,before_policy,1
l0005112,u0215,p000520,u0176,2026-04-12 19:25:42,after_policy,1
l0005113,u0137,p000520,u0176,2026-04-12 16:04:42,after_policy,1
l0005114,u0088,p000520,u0176,2026-04-12 23:49:42,after_policy,0
l0005115,u0262,p000520,u0176,2026-04-12 17:55:42,after_policy,0
l0005116,u0099,p000521,u0020,2026-03-30 03:03:21,after_policy,1
l0005117,u0339,p000521,u0020,2026-03-30 05:24:21,after_policy,0
l0005118,u0084,p000521,u0020,2026-03-29 23:50:21,after_policy,1
l0005119,u0063,p000521,u0020,2026-03-29 19:01:21,after_policy,1
l0005120,u0173,p000521,u0020,2026-03-29 23:11:21,after_policy,1
l0005121,u0190,p000522,u0279,2026-04-15 03:37:50,after_policy,1
l0005122,u0193,p000522,u0279,2026-04-15 10:47:50,after_policy,1
l0005123,u0080,p000522,u0279,2026-04-15 00:11:50,after_policy,1
l0005124,u0174,p000522,u0279,2026-04-15 02:46:50,after_policy,1
l0005125,u0203,p000522,u0279,2026-04-15 04:04:50,after_policy,1
l0005126,u0041,p000522,u0279,2026-04-15 07:12:50,after_policy,1
l0005127,u0333,p000522,u0279,2026-04-15 05:49:50,after_policy,1
l0005128,u0256,p000522,u0279,2026-04-15 00:21:50,after_policy,1
l0005129,u0215,p000522,u0279,2026-04-15 05:55:50,after_policy,1
l0005130,u0051,p000522,u0279,2026-04-15 08:51:50,after_policy,1
l0005131,u0057,p000522,u0279,2026-04-15 07:23:50,after_policy,1
l0005132,u0282,p000522,u0279,2026-04-15 10:07:50,after_policy,1
l0005133,u0103,p000522,u0279,2026-04-15 07:07:50,after_policy,0
l0005134,u0229,p000522,u0279,2026-04-15 05:06:50,after_policy,1
l0005135,u0021,p000522,u0279,2026-04-15 07:46:50,after_policy,1
l0005136,u0042,p000522,u0279,2026-04-15 06:42:50,after_policy,1
l0005137,u0061,p000523,u0114,2026-01-01 15:02:53,before_policy,1
l0005138,u0328,p000523,u0114,2026-01-01 19:00:53,before_policy,0
l0005139,u0181,p000523,u0114,2026-01-01 12:05:53,before_policy,0
l0005140,u0056,p000523,u0114,2026-01-01 08:02:53,before_policy,1
l0005141,u0129,p000523,u0114,2026-01-01 12:19:53,before_policy,1
l0005142,u0091,p000523,u0114,2026-01-01 18:01:53,before_policy,1
l0005143,u0013,p000523,u0114,2026-01-01 16:31:53,before_policy,1
l0005144,u0121,p000523,u0114,2026-01-01 07:38:53,before_policy,1
l0005145,u0238,p000523,u0114,2026-01-01 11:53:53,before_policy,0
l0005146,u0251,p000523,u0114,2026-01-01 13:58:53,before_policy,1
l0005147,u0094,p000523,u0114,2026-01-01 09:33:53,before_policy,0
l0005148,u0169,p000523,u0114,2026-01-01 17:08:53,before_policy,1
l0005149,u0176,p000523,u0114,2026-01-01 10:38:53,before_policy,0
l0005150,u0292,p000523,u0114,2026-01-01 09:50:53,before_policy,0
l0005151,u0111,p000524,u0293,2026-02-25 22:08:27,before_policy,0
l0005152,u0165,p000524,u0293,2026-02-26 02:05:27,before_policy,0
l0005153,u0100,p000524,u0293,2026-02-26 00:20:27,before_policy,0
l0005154,u0092,p000524,u0293,2026-02-26 00:23:27,before_policy,0
l0005155,u0158,p000524,u0293,2026-02-25 20:53:27,before_policy,0
l0005156,u0293,p000524,u0293,2026-02-25 22:13:27,before_policy,1
l0005157,u0081,p000524,u0293,2026-02-26 02:44:27,before_policy,1
l0005158,u0087,p000524,u0293,2026-02-26 04:52:27,before_policy,0
l0005159,u0250,p000524,u0293,2026-02-26 03:21:27,before_policy,1
l0005160,u0071,p000524,u0293,2026-02-25 22:46:27,before_policy,0
l0005161,u0007,p000524,u0293,2026-02-25 18:26:27,before_policy,0
l0005162,u0320,p000524,u0293,2026-02-25 22:50:27,before_policy,1
l0005163,u0123,p000524,u0293,2026-02-25 17:58:27,before_policy,0
l0005164,u0023,p000525,u0249,2026-01-21 13:42:58,before_policy,1
l0005165,u0088,p000526,u0313,2026-01-08 18:03:50,before_policy,0
l0005166,u0148,p000527,u0036,2026-01-06 06:58:55,before_policy,1
l0005167,u0228,p000527,u0036,2026-01-06 14:34:55,before_policy,1
l0005168,u0160,p000527,u0036,2026-01-06 17:07:55,before_policy,1
l0005169,u0262,p000527,u0036,2026-01-06 13:24:55,before_policy,1
l0005170,u0253,p000527,u0036,2026-01-06 14:22:55,before_policy,1
l0005171,u0050,p000528,u0131,2026-01-29 04:15:04,before_policy,1
l0005172,u0155,p000528,u0131,2026-01-29 09:38:04,before_policy,1
l0005173,u0102,p000528,u0131,2026-01-29 13:49:04,before_policy,0
l0005174,u0157,p000528,u0131,2026-01-29 15:05:04,before_policy,1
l0005175,u0233,p000528,u0131,2026-01-29 05:15:04,before_policy,1
l0005176,u0003,p000528,u0131,2026-01-29 05:26:04,before_policy,1
l0005177,u0338,p000528,u0131,2026-01-29 09:00:04,before_policy,1
l0005178,u0170,p000528,u0131,2026-01-29 14:25:04,before_policy,0
l0005179,u0283,p000529,u0314,2026-02-03 03:33:59,before_policy,1
l0005180,u0169,p000529,u0314,2026-02-03 01:30:59,before_policy,1
l0005181,u0206,p000529,u0314,2026-02-03 05:07:59,before_policy,1
l0005182,u0135,p000529,u0314,2026-02-02 22:02:59,before_policy,1
l0005183,u0149,p000529,u0314,2026-02-02 21:46:59,before_policy,1
l0005184,u0061,p000529,u0314,2026-02-03 01:34:59,before_policy,1
l0005185,u0301,p000529,u0314,2026-02-03 04:14:59,before_policy,0
l0005186,u0008,p000529,u0314,2026-02-02 21:06:59,before_policy,1
l0005187,u0022,p000529,u0314,2026-02-03 04:44:59,before_policy,1
l0005188,u0086,p000530,u0287,2026-04-06 09:43:24,after_policy,1
l0005189,u0092,p000530,u0287,2026-04-06 09:17:24,after_policy,1
l0005190,u0312,p000530,u0287,2026-04-06 04:10:24,after_policy,1
l0005191,u0054,p000530,u0287,2026-04-06 05:03:24,after_policy,1
l0005192,u0197,p000530,u0287,2026-04-06 06:07:24,after_policy,1
l0005193,u0276,p000530,u0287,2026-04-06 11:03:24,after_policy,1
l0005194,u0240,p000530,u0287,2026-04-06 13:09:24,after_policy,1
l0005195,u0049,p000530,u0287,2026-04-06 05:37:24,after_policy,1
l0005196,u0094,p000530,u0287,2026-04-06 03:23:24,after_policy,1
l0005197,u0033,p000530,u0287,2026-04-06 03:05:24,after_policy,0
l0005198,u0328,p000530,u0287,2026-04-06 05:03:24,after_policy,1
l0005199,u0229,p000530,u0287,2026-04-06 11:16:24,after_policy,0
l0005200,u0259,p000530,u0287,2026-04-06 12:45:24,after_policy,1
l0005201,u0270,p000531,u0028,2026-02-28 02:20:32,before_policy,0
l0005202,u0061,p000531,u0028,2026-02-28 03:03:32,before_policy,1
l0005203,u0140,p000532,u0117,2026-04-24 07:04:18,after_policy,0
l0005204,u0219,p000532,u0117,2026-04-24 09:57:18,after_policy,1
l0005205,u0137,p000532,u0117,2026-04-23 23:21:18,after_policy,1
l0005206,u0130,p000532,u0117,2026-04-23 23:34:18,after_policy,1
l0005207,u0024,p000532,u0117,2026-04-24 06:52:18,after_policy,0
l0005208,u0306,p000532,u0117,2026-04-24 06:29:18,after_policy,1
l0005209,u0154,p000532,u0117,2026-04-24 05:07:18,after_policy,1
l0005210,u0207,p000532,u0117,2026-04-24 04:12:18,after_policy,0
l0005211,u0134,p000532,u0117,2026-04-24 03:08:18,after_policy,1
l0005212,u0164,p000532,u0117,2026-04-24 00:40:18,after_policy,1
l0005213,u0126,p000532,u0117,2026-04-24 05:03:18,after_policy,1
l0005214,u0051,p000532,u0117,2026-04-24 06:33:18,after_policy,1
l0005215,u0095,p000532,u0117,2026-04-24 07:25:18,after_policy,0
l0005216,u0270,p000532,u0117,2026-04-24 06:14:18,after_policy,1
l0005217,u0035,p000532,u0117,2026-04-24 02:52:18,after_policy,1
l0005218,u0246,p000532,u0117,2026-04-24 03:54:18,after_policy,1
l0005219,u0073,p000532,u0117,2026-04-24 06:20:18,after_policy,1
l0005220,u0177,p000532,u0117,2026-04-23 23:24:18,after_policy,1
l0005221,u0326,p000532,u0117,2026-04-24 05:06:18,after_policy,1
l0005222,u0144,p000532,u0117,2026-04-24 04:43:18,after_policy,1
l0005223,u0193,p000532,u0117,2026-04-24 09:20:18,after_policy,1
l0005224,u0080,p000532,u0117,2026-04-24 01:33:18,after_policy,1
l0005225,u0151,p000532,u0117,2026-04-24 04:28:18,after_policy,1
l0005226,u0075,p000532,u0117,2026-04-24 00:08:18,after_policy,1
l0005227,u0115,p000532,u0117,2026-04-24 04:16:18,after_policy,1
l0005228,u0055,p000532,u0117,2026-04-24 02:03:18,after_policy,1
l0005229,u0109,p000532,u0117,2026-04-24 05:28:18,after_policy,1
l0005230,u0313,p000532,u0117,2026-04-24 09:36:18,after_policy,1
l0005231,u0147,p000533,u0232,2026-04-28 21:45:45,after_policy,1
l0005232,u0304,p000533,u0232,2026-04-29 01:44:45,after_policy,0
l0005233,u0107,p000533,u0232,2026-04-29 03:07:45,after_policy,1
l0005234,u0212,p000533,u0232,2026-04-29 02:27:45,after_policy,1
l0005235,u0064,p000533,u0232,2026-04-29 01:17:45,after_policy,1
l0005236,u0165,p000533,u0232,2026-04-28 22:34:45,after_policy,1
l0005237,u0241,p000534,u0217,2026-03-29 17:29:17,after_policy,1
l0005238,u0220,p000535,u0111,2026-01-16 12:41:05,before_policy,0
l0005239,u0033,p000535,u0111,2026-01-16 17:47:05,before_policy,1
l0005240,u0099,p000535,u0111,2026-01-16 07:53:05,before_policy,1
l0005241,u0062,p000535,u0111,2026-01-16 13:26:05,before_policy,1
l0005242,u0189,p000535,u0111,2026-01-16 11:39:05,before_policy,1
l0005243,u0249,p000535,u0111,2026-01-16 13:39:05,before_policy,0
l0005244,u0245,p000535,u0111,2026-01-16 13:11:05,before_policy,1
l0005245,u0299,p000535,u0111,2026-01-16 09:10:05,before_policy,0
l0005246,u0101,p000535,u0111,2026-01-16 14:17:05,before_policy,0
l0005247,u0107,p000536,u0040,2026-01-08 03:02:08,before_policy,0
l0005248,u0229,p000536,u0040,2026-01-08 05:17:08,before_policy,1
l0005249,u0019,p000537,u0070,2026-04-03 10:24:58,after_policy,1
l0005250,u0060,p000537,u0070,2026-04-03 03:10:58,after_policy,1
l0005251,u0161,p000537,u0070,2026-04-03 05:56:58,after_policy,1
l0005252,u0078,p000537,u0070,2026-04-03 02:37:58,after_policy,1
l0005253,u0061,p000537,u0070,2026-04-03 09:51:58,after_policy,1
l0005254,u0129,p000537,u0070,2026-04-03 13:19:58,after_policy,1
l0005255,u0171,p000537,u0070,2026-04-03 03:14:58,after_policy,1
l0005256,u0315,p000537,u0070,2026-04-03 11:22:58,after_policy,1
l0005257,u0150,p000537,u0070,2026-04-03 04:13:58,after_policy,1
l0005258,u0135,p000537,u0070,2026-04-03 13:26:58,after_policy,1
l0005259,u0029,p000537,u0070,2026-04-03 03:11:58,after_policy,1
l0005260,u0125,p000538,u0115,2026-03-23 03:25:37,after_policy,1
l0005261,u0119,p000538,u0115,2026-03-23 10:46:37,after_policy,1
l0005262,u0185,p000538,u0115,2026-03-23 03:20:37,after_policy,1
l0005263,u0358,p000538,u0115,2026-03-23 11:01:37,after_policy,1
l0005264,u0238,p000538,u0115,2026-03-23 04:46:37,after_policy,1
l0005265,u0106,p000538,u0115,2026-03-23 04:04:37,after_policy,1
l0005266,u0329,p000538,u0115,2026-03-23 09:30:37,after_policy,1
l0005267,u0154,p000538,u0115,2026-03-23 05:52:37,after_policy,1
l0005268,u0118,p000538,u0115,2026-03-23 11:57:37,after_policy,1
l0005269,u0055,p000538,u0115,2026-03-23 04:18:37,after_policy,1
l0005270,u0279,p000538,u0115,2026-03-23 12:20:37,after_policy,1
l0005271,u0314,p000538,u0115,2026-03-23 09:00:37,after_policy,0
l0005272,u0189,p000538,u0115,2026-03-23 02:08:37,after_policy,0
l0005273,u0145,p000538,u0115,2026-03-23 10:07:37,after_policy,1
l0005274,u0044,p000538,u0115,2026-03-23 11:14:37,after_policy,1
l0005275,u0130,p000538,u0115,2026-03-23 03:24:37,after_policy,1
l0005276,u0136,p000538,u0115,2026-03-23 02:20:37,after_policy,1
l0005277,u0021,p000538,u0115,2026-03-23 02:36:37,after_policy,1
l0005278,u0040,p000538,u0115,2026-03-23 01:43:37,after_policy,1
l0005279,u0181,p000538,u0115,2026-03-23 10:16:37,after_policy,0
l0005280,u0115,p000538,u0115,2026-03-23 10:11:37,after_policy,1
l0005281,u0295,p000538,u0115,2026-03-23 01:45:37,after_policy,0
l0005282,u0351,p000538,u0115,2026-03-23 11:32:37,after_policy,1
l0005283,u0270,p000538,u0115,2026-03-23 10:47:37,after_policy,1
l0005284,u0091,p000538,u0115,2026-03-23 03:32:37,after_policy,0
l0005285,u0075,p000539,u0114,2026-01-17 15:39:45,before_policy,0
l0005286,u0230,p000539,u0114,2026-01-17 22:52:45,before_policy,1
l0005287,u0029,p000539,u0114,2026-01-17 17:55:45,before_policy,1
l0005288,u0276,p000539,u0114,2026-01-17 20:12:45,before_policy,0
l0005289,u0234,p000539,u0114,2026-01-18 00:46:45,before_policy,0
l0005290,u0258,p000539,u0114,2026-01-17 18:27:45,before_policy,1
l0005291,u0108,p000539,u0114,2026-01-17 22:02:45,before_policy,0
l0005292,u0309,p000539,u0114,2026-01-18 01:54:45,before_policy,0
l0005293,u0338,p000540,u0016,2026-03-03 22:58:52,after_policy,0
l0005294,u0222,p000540,u0016,2026-03-03 14:53:52,after_policy,1
l0005295,u0283,p000540,u0016,2026-03-03 23:50:52,after_policy,1
l0005296,u0199,p000540,u0016,2026-03-03 18:25:52,after_policy,1
l0005297,u0252,p000540,u0016,2026-03-03 16:27:52,after_policy,1
l0005298,u0284,p000540,u0016,2026-03-03 14:03:52,after_policy,0
l0005299,u0267,p000540,u0016,2026-03-03 18:52:52,after_policy,1
l0005300,u0105,p000540,u0016,2026-03-03 17:14:52,after_policy,1
l0005301,u0323,p000540,u0016,2026-03-03 13:54:52,after_policy,1
l0005302,u0258,p000540,u0016,2026-03-03 13:40:52,after_policy,1
l0005303,u0060,p000540,u0016,2026-03-03 23:48:52,after_policy,1
l0005304,u0330,p000540,u0016,2026-03-03 17:13:52,after_policy,1
l0005305,u0262,p000540,u0016,2026-03-03 23:10:52,after_policy,0
l0005306,u0029,p000540,u0016,2026-03-03 16:03:52,after_policy,1
l0005307,u0342,p000540,u0016,2026-03-04 01:13:52,after_policy,1
l0005308,u0188,p000540,u0016,2026-03-03 17:48:52,after_policy,1
l0005309,u0091,p000540,u0016,2026-03-03 14:44:52,after_policy,1
l0005310,u0322,p000540,u0016,2026-03-03 20:52:52,after_policy,1
l0005311,u0031,p000540,u0016,2026-03-03 21:31:52,after_policy,0
l0005312,u0178,p000540,u0016,2026-03-03 23:15:52,after_policy,1
l0005313,u0014,p000540,u0016,2026-03-03 20:23:52,after_policy,0
l0005314,u0249,p000540,u0016,2026-03-04 00:57:52,after_policy,1
l0005315,u0015,p000541,u0343,2026-03-13 03:34:27,after_policy,1
l0005316,u0223,p000541,u0343,2026-03-13 09:59:27,after_policy,1
l0005317,u0257,p000541,u0343,2026-03-13 13:42:27,after_policy,1
l0005318,u0032,p000541,u0343,2026-03-13 08:03:27,after_policy,0
l0005319,u0190,p000541,u0343,2026-03-13 04:38:27,after_policy,1
l0005320,u0145,p000541,u0343,2026-03-13 06:04:27,after_policy,1
l0005321,u0286,p000541,u0343,2026-03-13 08:12:27,after_policy,1
l0005322,u0196,p000541,u0343,2026-03-13 15:01:27,after_policy,1
l0005323,u0185,p000541,u0343,2026-03-13 14:51:27,after_policy,1
l0005324,u0192,p000541,u0343,2026-03-13 06:47:27,after_policy,1
l0005325,u0118,p000541,u0343,2026-03-13 07:32:27,after_policy,1
l0005326,u0148,p000541,u0343,2026-03-13 06:43:27,after_policy,0
l0005327,u0246,p000541,u0343,2026-03-13 06:15:27,after_policy,1
l0005328,u0318,p000541,u0343,2026-03-13 08:23:27,after_policy,1
l0005329,u0021,p000541,u0343,2026-03-13 13:40:27,after_policy,1
l0005330,u0114,p000541,u0343,2026-03-13 05:34:27,after_policy,0
l0005331,u0247,p000541,u0343,2026-03-13 06:03:27,after_policy,1
l0005332,u0048,p000541,u0343,2026-03-13 08:42:27,after_policy,0
l0005333,u0287,p000541,u0343,2026-03-13 11:47:27,after_policy,0
l0005334,u0109,p000541,u0343,2026-03-13 03:36:27,after_policy,1
l0005335,u0334,p000541,u0343,2026-03-13 12:16:27,after_policy,1
l0005336,u0130,p000541,u0343,2026-03-13 14:28:27,after_policy,1
l0005337,u0154,p000541,u0343,2026-03-13 08:32:27,after_policy,1
l0005338,u0116,p000541,u0343,2026-03-13 08:06:27,after_policy,0
l0005339,u0242,p000541,u0343,2026-03-13 09:59:27,after_policy,1
l0005340,u0329,p000541,u0343,2026-03-13 09:57:27,after_policy,1
l0005341,u0042,p000541,u0343,2026-03-13 08:27:27,after_policy,1
l0005342,u0044,p000541,u0343,2026-03-13 08:16:27,after_policy,1
l0005343,u0043,p000541,u0343,2026-03-13 08:01:27,after_policy,1
l0005344,u0188,p000541,u0343,2026-03-13 10:23:27,after_policy,0
l0005345,u0343,p000541,u0343,2026-03-13 09:28:27,after_policy,1
l0005346,u0216,p000541,u0343,2026-03-13 05:50:27,after_policy,1
l0005347,u0248,p000541,u0343,2026-03-13 03:39:27,after_policy,1
l0005348,u0318,p000542,u0044,2026-02-20 10:34:32,before_policy,1
l0005349,u0177,p000542,u0044,2026-02-20 10:55:32,before_policy,1
l0005350,u0144,p000542,u0044,2026-02-20 04:23:32,before_policy,1
l0005351,u0096,p000543,u0161,2026-02-27 23:25:19,before_policy,1
l0005352,u0261,p000543,u0161,2026-02-28 08:13:19,before_policy,1
l0005353,u0314,p000543,u0161,2026-02-28 00:06:19,before_policy,1
l0005354,u0070,p000543,u0161,2026-02-28 07:14:19,before_policy,1
l0005355,u0082,p000544,u0087,2026-03-21 08:47:05,after_policy,1
l0005356,u0162,p000544,u0087,2026-03-21 00:43:05,after_policy,1
l0005357,u0035,p000545,u0269,2026-02-20 17:42:25,before_policy,0
l0005358,u0314,p000545,u0269,2026-02-20 15:35:25,before_policy,1
l0005359,u0197,p000545,u0269,2026-02-20 20:21:25,before_policy,0
l0005360,u0166,p000545,u0269,2026-02-20 17:45:25,before_policy,1
l0005361,u0272,p000546,u0107,2026-04-17 01:58:26,after_policy,1
l0005362,u0111,p000546,u0107,2026-04-17 08:54:26,after_policy,0
l0005363,u0309,p000546,u0107,2026-04-17 09:44:26,after_policy,1
l0005364,u0004,p000546,u0107,2026-04-17 03:32:26,after_policy,0
l0005365,u0316,p000547,u0031,2026-04-02 03:02:13,after_policy,1
l0005366,u0159,p000547,u0031,2026-04-01 19:13:13,after_policy,1
l0005367,u0212,p000547,u0031,2026-04-01 18:36:13,after_policy,1
l0005368,u0012,p000547,u0031,2026-04-01 20:52:13,after_policy,1
l0005369,u0120,p000547,u0031,2026-04-01 19:50:13,after_policy,1
l0005370,u0253,p000547,u0031,2026-04-01 21:07:13,after_policy,1
l0005371,u0336,p000547,u0031,2026-04-02 00:49:13,after_policy,1
l0005372,u0273,p000547,u0031,2026-04-02 00:00:13,after_policy,1
l0005373,u0232,p000547,u0031,2026-04-01 15:35:13,after_policy,1
l0005374,u0347,p000547,u0031,2026-04-01 23:55:13,after_policy,1
l0005375,u0023,p000547,u0031,2026-04-01 18:12:13,after_policy,0
l0005376,u0018,p000547,u0031,2026-04-01 23:38:13,after_policy,1
l0005377,u0233,p000547,u0031,2026-04-02 00:35:13,after_policy,1
l0005378,u0301,p000547,u0031,2026-04-01 17:51:13,after_policy,1
l0005379,u0239,p000547,u0031,2026-04-02 00:39:13,after_policy,1
l0005380,u0167,p000547,u0031,2026-04-01 17:46:13,after_policy,1
l0005381,u0228,p000547,u0031,2026-04-02 00:16:13,after_policy,1
l0005382,u0053,p000547,u0031,2026-04-01 21:02:13,after_policy,1
l0005383,u0108,p000547,u0031,2026-04-01 15:25:13,after_policy,1
l0005384,u0047,p000547,u0031,2026-04-02 02:03:13,after_policy,1
l0005385,u0039,p000547,u0031,2026-04-01 18:13:13,after_policy,1
l0005386,u0324,p000547,u0031,2026-04-02 01:44:13,after_policy,1
l0005387,u0100,p000548,u0185,2026-01-01 22:37:39,before_policy,1
l0005388,u0084,p000549,u0155,2026-02-22 12:21:32,before_policy,0
l0005389,u0143,p000549,u0155,2026-02-22 10:20:32,before_policy,1
l0005390,u0197,p000549,u0155,2026-02-22 16:05:32,before_policy,0
l0005391,u0147,p000549,u0155,2026-02-22 12:23:32,before_policy,1
l0005392,u0336,p000549,u0155,2026-02-22 08:47:32,before_policy,1
l0005393,u0053,p000549,u0155,2026-02-22 14:37:32,before_policy,1
l0005394,u0337,p000549,u0155,2026-02-22 14:09:32,before_policy,1
l0005395,u0354,p000549,u0155,2026-02-22 15:54:32,before_policy,1
l0005396,u0037,p000549,u0155,2026-02-22 07:29:32,before_policy,0
l0005397,u0339,p000549,u0155,2026-02-22 08:58:32,before_policy,0
l0005398,u0012,p000549,u0155,2026-02-22 11:11:32,before_policy,1
l0005399,u0338,p000549,u0155,2026-02-22 08:32:32,before_policy,1
l0005400,u0017,p000549,u0155,2026-02-22 08:22:32,before_policy,1
l0005401,u0262,p000549,u0155,2026-02-22 13:59:32,before_policy,1
l0005402,u0216,p000550,u0313,2026-04-16 05:38:19,after_policy,1
l0005403,u0117,p000550,u0313,2026-04-16 11:46:19,after_policy,1
l0005404,u0077,p000550,u0313,2026-04-16 06:39:19,after_policy,1
l0005405,u0305,p000550,u0313,2026-04-16 04:54:19,after_policy,1
l0005406,u0183,p000550,u0313,2026-04-16 04:21:19,after_policy,1
l0005407,u0179,p000550,u0313,2026-04-16 12:05:19,after_policy,1
l0005408,u0203,p000550,u0313,2026-04-16 11:14:19,after_policy,1
l0005409,u0256,p000550,u0313,2026-04-16 04:35:19,after_policy,1
l0005410,u0017,p000550,u0313,2026-04-16 11:49:19,after_policy,0
l0005411,u0051,p000550,u0313,2026-04-16 06:42:19,after_policy,1
l0005412,u0049,p000550,u0313,2026-04-16 10:46:19,after_policy,0
l0005413,u0328,p000551,u0152,2026-02-18 23:53:15,before_policy,0
l0005414,u0251,p000551,u0152,2026-02-19 10:18:15,before_policy,1
l0005415,u0092,p000552,u0312,2026-02-08 00:15:13,before_policy,1
l0005416,u0019,p000552,u0312,2026-02-07 21:02:13,before_policy,0
l0005417,u0166,p000552,u0312,2026-02-07 23:35:13,before_policy,0
l0005418,u0103,p000552,u0312,2026-02-07 22:23:13,before_policy,1
l0005419,u0289,p000552,u0312,2026-02-07 18:49:13,before_policy,1
l0005420,u0095,p000552,u0312,2026-02-07 22:29:13,before_policy,0
l0005421,u0339,p000552,u0312,2026-02-07 19:37:13,before_policy,1
l0005422,u0262,p000552,u0312,2026-02-08 02:28:13,before_policy,0
l0005423,u0002,p000553,u0095,2026-03-24 07:48:45,after_policy,1
l0005424,u0226,p000553,u0095,2026-03-24 08:50:45,after_policy,1
l0005425,u0029,p000553,u0095,2026-03-24 11:08:45,after_policy,1
l0005426,u0122,p000553,u0095,2026-03-24 05:31:45,after_policy,1
l0005427,u0072,p000553,u0095,2026-03-24 10:15:45,after_policy,1
l0005428,u0073,p000554,u0329,2026-01-26 01:02:10,before_policy,1
l0005429,u0302,p000555,u0302,2026-01-28 14:39:54,before_policy,1
l0005430,u0222,p000556,u0116,2026-01-06 05:49:21,before_policy,1
l0005431,u0129,p000556,u0116,2026-01-06 13:28:21,before_policy,1
l0005432,u0139,p000556,u0116,2026-01-06 14:12:21,before_policy,0
l0005433,u0343,p000556,u0116,2026-01-06 06:38:21,before_policy,0
l0005434,u0249,p000556,u0116,2026-01-06 09:29:21,before_policy,1
l0005435,u0198,p000556,u0116,2026-01-06 03:58:21,before_policy,1
l0005436,u0258,p000556,u0116,2026-01-06 13:09:21,before_policy,1
l0005437,u0128,p000557,u0263,2026-02-07 14:05:13,before_policy,1
l0005438,u0263,p000557,u0263,2026-02-07 14:11:13,before_policy,1
l0005439,u0199,p000558,u0114,2026-01-02 17:42:20,before_policy,1
l0005440,u0110,p000558,u0114,2026-01-02 13:07:20,before_policy,1
l0005441,u0237,p000558,u0114,2026-01-02 18:33:20,before_policy,1
l0005442,u0022,p000558,u0114,2026-01-02 14:27:20,before_policy,1
l0005443,u0028,p000558,u0114,2026-01-02 18:45:20,before_policy,1
l0005444,u0116,p000558,u0114,2026-01-02 19:30:20,before_policy,1
l0005445,u0273,p000558,u0114,2026-01-02 21:20:20,before_policy,0
l0005446,u0129,p000558,u0114,2026-01-02 23:15:20,before_policy,1
l0005447,u0251,p000558,u0114,2026-01-02 12:25:20,before_policy,1
l0005448,u0352,p000558,u0114,2026-01-02 22:27:20,before_policy,1
l0005449,u0244,p000559,u0217,2026-01-01 16:14:52,before_policy,1
l0005450,u0148,p000559,u0217,2026-01-01 12:20:52,before_policy,0
l0005451,u0311,p000559,u0217,2026-01-01 18:54:52,before_policy,1
l0005452,u0295,p000559,u0217,2026-01-01 19:29:52,before_policy,1
l0005453,u0170,p000559,u0217,2026-01-01 21:42:52,before_policy,1
l0005454,u0092,p000559,u0217,2026-01-01 21:12:52,before_policy,1
l0005455,u0240,p000559,u0217,2026-01-01 18:59:52,before_policy,1
l0005456,u0200,p000559,u0217,2026-01-01 17:29:52,before_policy,0
l0005457,u0284,p000559,u0217,2026-01-01 19:51:52,before_policy,1
l0005458,u0311,p000560,u0094,2026-04-12 10:37:34,after_policy,1
l0005459,u0197,p000560,u0094,2026-04-12 11:15:34,after_policy,1
l0005460,u0040,p000560,u0094,2026-04-12 02:33:34,after_policy,0
l0005461,u0241,p000560,u0094,2026-04-12 02:49:34,after_policy,1
l0005462,u0312,p000560,u0094,2026-04-12 04:30:34,after_policy,1
l0005463,u0038,p000560,u0094,2026-04-12 03:39:34,after_policy,1
l0005464,u0080,p000560,u0094,2026-04-12 04:25:34,after_policy,0
l0005465,u0304,p000560,u0094,2026-04-12 08:58:34,after_policy,1
l0005466,u0087,p000560,u0094,2026-04-12 03:27:34,after_policy,0
l0005467,u0284,p000560,u0094,2026-04-12 06:39:34,after_policy,1
l0005468,u0295,p000560,u0094,2026-04-12 03:05:34,after_policy,1
l0005469,u0219,p000560,u0094,2026-04-12 08:37:34,after_policy,0
l0005470,u0285,p000560,u0094,2026-04-12 09:10:34,after_policy,1
l0005471,u0276,p000560,u0094,2026-04-12 07:35:34,after_policy,1
l0005472,u0294,p000560,u0094,2026-04-12 01:40:34,after_policy,1
l0005473,u0094,p000560,u0094,2026-04-12 00:05:34,after_policy,1
l0005474,u0086,p000560,u0094,2026-04-12 03:50:34,after_policy,1
l0005475,u0316,p000560,u0094,2026-04-12 07:57:34,after_policy,0
l0005476,u0218,p000560,u0094,2026-04-12 11:27:34,after_policy,0
l0005477,u0298,p000560,u0094,2026-04-12 02:24:34,after_policy,1
l0005478,u0170,p000560,u0094,2026-04-12 02:44:34,after_policy,1
l0005479,u0004,p000560,u0094,2026-04-12 07:45:34,after_policy,1
l0005480,u0287,p000560,u0094,2026-04-12 08:54:34,after_policy,1
l0005481,u0319,p000560,u0094,2026-04-12 01:06:34,after_policy,1
l0005482,u0145,p000561,u0329,2026-02-13 13:51:46,before_policy,1
l0005483,u0331,p000561,u0329,2026-02-13 19:38:46,before_policy,1
l0005484,u0348,p000561,u0329,2026-02-13 19:58:46,before_policy,1
l0005485,u0201,p000561,u0329,2026-02-13 19:42:46,before_policy,1
l0005486,u0267,p000562,u0271,2026-01-03 01:42:10,before_policy,0
l0005487,u0332,p000562,u0271,2026-01-02 15:42:10,before_policy,1
