comment_like_id,user_id,comment_id,comment_author_id,post_id,created_at,period,same_cluster_as_comment_author
cl0006461,u0010,c0001895,u0066,p000685,2026-03-30 02:58:44,after_policy,1
cl0006462,u0209,c0001895,u0066,p000685,2026-03-29 22:35:44,after_policy,1
cl0006463,u0245,c0001895,u0066,p000685,2026-03-29 21:08:44,after_policy,1
cl0006464,u0186,c0001896,u0127,p000685,2026-03-30 10:39:44,after_policy,1
cl0006465,u0026,c0001896,u0127,p000685,2026-03-30 13:42:44,after_policy,1
cl0006466,u0020,c0001896,u0127,p000685,2026-03-30 11:41:44,after_policy,1
cl0006467,u0128,c0001897,u0082,p000685,2026-03-30 06:57:44,after_policy,1
cl0006468,u0102,c0001897,u0082,p000685,2026-03-30 03:25:44,after_policy,1
cl0006469,u0172,c0001897,u0082,p000685,2026-03-30 03:46:44,after_policy,1
cl0006470,u0046,c0001897,u0082,p000685,2026-03-30 14:18:44,after_policy,0
cl0006471,u0200,c0001897,u0082,p000685,2026-03-30 12:59:44,after_policy,1
cl0006472,u0310,c0001898,u0251,p000687,2026-03-18 17:09:21,after_policy,0
cl0006473,u0037,c0001898,u0251,p000687,2026-03-18 20:20:21,after_policy,0
cl0006474,u0029,c0001898,u0251,p000687,2026-03-18 15:55:21,after_policy,1
cl0006475,u0024,c0001898,u0251,p000687,2026-03-18 16:01:21,after_policy,1
cl0006476,u0218,c0001898,u0251,p000687,2026-03-19 01:36:21,after_policy,1
cl0006477,u0280,c0001898,u0251,p000687,2026-03-19 02:58:21,after_policy,1
cl0006478,u0252,c0001899,u0264,p000687,2026-03-19 01:10:21,after_policy,1
cl0006479,u0058,c0001899,u0264,p000687,2026-03-18 21:47:21,after_policy,1
cl0006480,u0249,c0001899,u0264,p000687,2026-03-18 19:45:21,after_policy,1
cl0006481,u0261,c0001899,u0264,p000687,2026-03-19 04:11:21,after_policy,1
cl0006482,u0277,c0001899,u0264,p000687,2026-03-18 21:52:21,after_policy,0
cl0006483,u0025,c0001899,u0264,p000687,2026-03-18 20:24:21,after_policy,1
cl0006484,u0106,c0001900,u0286,p000687,2026-03-19 02:55:21,after_policy,1
cl0006485,u0196,c0001900,u0286,p000687,2026-03-19 06:37:21,after_policy,1
cl0006486,u0355,c0001900,u0286,p000687,2026-03-19 02:30:21,after_policy,0
cl0006487,u0318,c0001900,u0286,p000687,2026-03-19 02:36:21,after_policy,1
cl0006488,u0130,c0001900,u0286,p000687,2026-03-18 23:36:21,after_policy,1
cl0006489,u0306,c0001900,u0286,p000687,2026-03-19 06:11:21,after_policy,1
cl0006490,u0205,c0001901,u0093,p000687,2026-03-18 15:15:21,after_policy,1
cl0006491,u0344,c0001901,u0093,p000687,2026-03-18 10:08:21,after_policy,1
cl0006492,u0158,c0001902,u0016,p000687,2026-03-18 23:28:21,after_policy,0
cl0006493,u0235,c0001903,u0096,p000687,2026-03-19 02:46:21,after_policy,1
cl0006494,u0225,c0001903,u0096,p000687,2026-03-19 04:09:21,after_policy,1
cl0006495,u0104,c0001903,u0096,p000687,2026-03-18 22:29:21,after_policy,0
cl0006496,u0057,c0001903,u0096,p000687,2026-03-19 02:49:21,after_policy,0
cl0006497,u0266,c0001905,u0074,p000689,2026-03-30 00:52:41,after_policy,1
cl0006498,u0213,c0001905,u0074,p000689,2026-03-30 05:17:41,after_policy,1
cl0006499,u0094,c0001905,u0074,p000689,2026-03-30 07:43:41,after_policy,1
cl0006500,u0298,c0001905,u0074,p000689,2026-03-29 23:13:41,after_policy,1
cl0006501,u0171,c0001905,u0074,p000689,2026-03-30 05:08:41,after_policy,0
cl0006502,u0094,c0001906,u0194,p000689,2026-03-29 18:52:41,after_policy,1
cl0006503,u0319,c0001906,u0194,p000689,2026-03-30 01:03:41,after_policy,1
cl0006504,u0213,c0001906,u0194,p000689,2026-03-29 19:08:41,after_policy,1
cl0006505,u0049,c0001906,u0194,p000689,2026-03-29 19:18:41,after_policy,1
cl0006506,u0014,c0001907,u0217,p000689,2026-03-30 06:22:41,after_policy,0
cl0006507,u0294,c0001907,u0217,p000689,2026-03-30 01:05:41,after_policy,1
cl0006508,u0328,c0001907,u0217,p000689,2026-03-30 01:52:41,after_policy,1
cl0006509,u0213,c0001907,u0217,p000689,2026-03-29 19:27:41,after_policy,1
cl0006510,u0038,c0001907,u0217,p000689,2026-03-29 20:25:41,after_policy,1
cl0006511,u0315,c0001908,u0207,p000690,2026-01-22 11:12:14,before_policy,0
cl0006512,u0034,c0001908,u0207,p000690,2026-01-22 07:54:14,before_policy,1
cl0006513,u0064,c0001909,u0147,p000691,2026-03-18 18:50:25,after_policy,1
cl0006514,u0001,c0001909,u0147,p000691,2026-03-18 18:16:25,after_policy,1
cl0006515,u0207,c0001909,u0147,p000691,2026-03-18 15:16:25,after_policy,1
cl0006516,u0159,c0001909,u0147,p000691,2026-03-18 16:56:25,after_policy,1
cl0006517,u0246,c0001910,u0170,p000691,2026-03-17 16:08:25,after_policy,0
cl0006518,u0285,c0001910,u0170,p000691,2026-03-18 01:20:25,after_policy,1
cl0006519,u0103,c0001910,u0170,p000691,2026-03-17 17:58:25,after_policy,1
cl0006520,u0094,c0001910,u0170,p000691,2026-03-17 19:26:25,after_policy,1
cl0006521,u0289,c0001910,u0170,p000691,2026-03-17 17:29:25,after_policy,1
cl0006522,u0287,c0001910,u0170,p000691,2026-03-17 18:53:25,after_policy,1
cl0006523,u0276,c0001910,u0170,p000691,2026-03-17 19:56:25,after_policy,1
cl0006524,u0352,c0001911,u0074,p000691,2026-03-17 23:42:25,after_policy,0
cl0006525,u0319,c0001911,u0074,p000691,2026-03-17 23:00:25,after_policy,1
cl0006526,u0086,c0001911,u0074,p000691,2026-03-18 06:19:25,after_policy,1
cl0006527,u0213,c0001911,u0074,p000691,2026-03-17 22:16:25,after_policy,1
cl0006528,u0295,c0001911,u0074,p000691,2026-03-17 22:46:25,after_policy,1
cl0006529,u0013,c0001912,u0166,p000691,2026-03-18 14:18:25,after_policy,1
cl0006530,u0107,c0001912,u0166,p000691,2026-03-18 12:04:25,after_policy,0
cl0006531,u0019,c0001912,u0166,p000691,2026-03-18 16:35:25,after_policy,1
cl0006532,u0164,c0001913,u0208,p000692,2026-01-29 15:40:06,before_policy,1
cl0006533,u0099,c0001913,u0208,p000692,2026-01-30 03:24:06,before_policy,0
cl0006534,u0071,c0001913,u0208,p000692,2026-01-30 01:55:06,before_policy,1
cl0006535,u0302,c0001913,u0208,p000692,2026-01-30 02:28:06,before_policy,0
cl0006536,u0282,c0001913,u0208,p000692,2026-01-29 18:05:06,before_policy,1
cl0006537,u0326,c0001914,u0318,p000692,2026-01-29 15:19:06,before_policy,1
cl0006538,u0292,c0001915,u0313,p000692,2026-01-29 12:54:06,before_policy,0
cl0006539,u0321,c0001915,u0313,p000692,2026-01-29 13:32:06,before_policy,0
cl0006540,u0313,c0001915,u0313,p000692,2026-01-29 17:37:06,before_policy,1
cl0006541,u0053,c0001915,u0313,p000692,2026-01-29 16:12:06,before_policy,0
cl0006542,u0234,c0001916,u0157,p000692,2026-01-30 01:46:06,before_policy,1
cl0006543,u0055,c0001916,u0157,p000692,2026-01-30 00:57:06,before_policy,0
cl0006544,u0358,c0001917,u0043,p000693,2026-03-24 20:56:59,after_policy,1
cl0006545,u0076,c0001917,u0043,p000693,2026-03-24 19:50:59,after_policy,1
cl0006546,u0042,c0001917,u0043,p000693,2026-03-24 20:45:59,after_policy,1
cl0006547,u0355,c0001917,u0043,p000693,2026-03-24 20:08:59,after_policy,0
cl0006548,u0219,c0001917,u0043,p000693,2026-03-25 03:54:59,after_policy,1
cl0006549,u0051,c0001917,u0043,p000693,2026-03-24 22:35:59,after_policy,1
cl0006550,u0109,c0001917,u0043,p000693,2026-03-24 17:32:59,after_policy,1
cl0006551,u0230,c0001918,u0307,p000693,2026-03-24 07:26:59,after_policy,1
cl0006552,u0121,c0001918,u0307,p000693,2026-03-24 06:45:59,after_policy,1
cl0006553,u0114,c0001918,u0307,p000693,2026-03-24 06:01:59,after_policy,1
cl0006554,u0070,c0001918,u0307,p000693,2026-03-24 08:43:59,after_policy,1
cl0006555,u0127,c0001918,u0307,p000693,2026-03-24 06:23:59,after_policy,0
cl0006556,u0166,c0001918,u0307,p000693,2026-03-24 10:10:59,after_policy,1
cl0006557,u0283,c0001918,u0307,p000693,2026-03-24 05:25:59,after_policy,1
cl0006558,u0341,c0001919,u0210,p000693,2026-03-24 15:21:59,after_policy,1
cl0006559,u0161,c0001919,u0210,p000693,2026-03-24 12:37:59,after_policy,1
cl0006560,u0344,c0001919,u0210,p000693,2026-03-24 08:51:59,after_policy,1
cl0006561,u0023,c0001919,u0210,p000693,2026-03-24 16:17:59,after_policy,1
cl0006562,u0150,c0001919,u0210,p000693,2026-03-24 13:06:59,after_policy,1
cl0006563,u0338,c0001920,u0032,p000693,2026-03-25 01:44:59,after_policy,0
cl0006564,u0312,c0001920,u0032,p000693,2026-03-25 05:19:59,after_policy,0
cl0006565,u0265,c0001920,u0032,p000693,2026-03-25 02:55:59,after_policy,1
cl0006566,u0321,c0001920,u0032,p000693,2026-03-25 02:53:59,after_policy,1
cl0006567,u0196,c0001921,u0115,p000693,2026-03-24 14:36:59,after_policy,1
cl0006568,u0215,c0001922,u0350,p000695,2026-03-20 06:51:53,after_policy,1
cl0006569,u0246,c0001922,u0350,p000695,2026-03-20 13:30:53,after_policy,1
cl0006570,u0224,c0001922,u0350,p000695,2026-03-20 10:56:53,after_policy,1
cl0006571,u0325,c0001923,u0293,p000695,2026-03-19 13:51:53,after_policy,0
cl0006572,u0106,c0001924,u0227,p000695,2026-03-19 13:11:53,after_policy,1
cl0006573,u0142,c0001924,u0227,p000695,2026-03-19 19:52:53,after_policy,1
cl0006574,u0151,c0001925,u0358,p000695,2026-03-19 20:20:53,after_policy,1
cl0006575,u0126,c0001925,u0358,p000695,2026-03-19 17:10:53,after_policy,1
cl0006576,u0350,c0001925,u0358,p000695,2026-03-19 13:34:53,after_policy,1
cl0006577,u0125,c0001925,u0358,p000695,2026-03-19 16:43:53,after_policy,1
cl0006578,u0229,c0001925,u0358,p000695,2026-03-19 17:59:53,after_policy,1
cl0006579,u0057,c0001926,u0057,p000696,2026-04-03 09:46:43,after_policy,1
cl0006580,u0040,c0001926,u0057,p000696,2026-04-03 10:18:43,after_policy,1
cl0006581,u0346,c0001927,u0215,p000697,2026-03-23 00:08:50,after_policy,1
cl0006582,u0152,c0001927,u0215,p000697,2026-03-23 08:28:50,after_policy,0
cl0006583,u0243,c0001927,u0215,p000697,2026-03-23 10:18:50,after_policy,1
cl0006584,u0212,c0001928,u0189,p000698,2026-01-10 20:23:10,before_policy,0
cl0006585,u0210,c0001929,u0344,p000698,2026-01-11 08:21:10,before_policy,1
cl0006586,u0056,c0001929,u0344,p000698,2026-01-11 04:22:10,before_policy,1
cl0006587,u0086,c0001929,u0344,p000698,2026-01-11 07:07:10,before_policy,0
cl0006588,u0089,c0001931,u0347,p000699,2026-03-29 07:32:58,after_policy,1
cl0006589,u0108,c0001931,u0347,p000699,2026-03-29 07:14:58,after_policy,1
cl0006590,u0135,c0001931,u0347,p000699,2026-03-29 03:57:58,after_policy,0
cl0006591,u0001,c0001931,u0347,p000699,2026-03-29 01:36:58,after_policy,1
cl0006592,u0053,c0001932,u0340,p000699,2026-03-29 13:07:58,after_policy,1
cl0006593,u0200,c0001933,u0271,p000699,2026-03-28 16:18:58,after_policy,1
cl0006594,u0214,c0001933,u0271,p000699,2026-03-28 11:25:58,after_policy,1
cl0006595,u0239,c0001933,u0271,p000699,2026-03-28 13:46:58,after_policy,0
cl0006596,u0088,c0001933,u0271,p000699,2026-03-28 19:58:58,after_policy,1
cl0006597,u0084,c0001933,u0271,p000699,2026-03-28 19:08:58,after_policy,1
cl0006598,u0148,c0001934,u0337,p000699,2026-03-29 05:42:58,after_policy,1
cl0006599,u0312,c0001934,u0337,p000699,2026-03-29 07:02:58,after_policy,0
cl0006600,u0316,c0001934,u0337,p000699,2026-03-29 08:43:58,after_policy,1
cl0006601,u0207,c0001934,u0337,p000699,2026-03-29 09:39:58,after_policy,1
cl0006602,u0352,c0001934,u0337,p000699,2026-03-29 16:23:58,after_policy,0
cl0006603,u0259,c0001936,u0319,p000700,2026-03-11 22:02:16,after_policy,1
cl0006604,u0312,c0001936,u0319,p000700,2026-03-11 22:44:16,after_policy,1
cl0006605,u0103,c0001936,u0319,p000700,2026-03-12 02:23:16,after_policy,1
cl0006606,u0210,c0001937,u0314,p000700,2026-03-12 06:50:16,after_policy,1
cl0006607,u0091,c0001937,u0314,p000700,2026-03-12 07:06:16,after_policy,1
cl0006608,u0019,c0001937,u0314,p000700,2026-03-12 01:25:16,after_policy,1
cl0006609,u0049,c0001937,u0314,p000700,2026-03-12 00:44:16,after_policy,0
cl0006610,u0217,c0001938,u0311,p000700,2026-03-11 08:44:16,after_policy,1
cl0006611,u0020,c0001939,u0195,p000701,2026-02-25 05:27:03,before_policy,1
cl0006612,u0068,c0001939,u0195,p000701,2026-02-25 13:00:03,before_policy,1
cl0006613,u0062,c0001939,u0195,p000701,2026-02-25 07:30:03,before_policy,1
cl0006614,u0154,c0001939,u0195,p000701,2026-02-25 10:05:03,before_policy,0
cl0006615,u0292,c0001939,u0195,p000701,2026-02-25 02:39:03,before_policy,1
cl0006616,u0346,c0001940,u0239,p000701,2026-02-24 21:17:03,before_policy,0
cl0006617,u0139,c0001940,u0239,p000701,2026-02-25 05:29:03,before_policy,0
cl0006618,u0316,c0001940,u0239,p000701,2026-02-25 02:30:03,before_policy,1
cl0006619,u0165,c0001940,u0239,p000701,2026-02-24 22:57:03,before_policy,1
cl0006620,u0098,c0001940,u0239,p000701,2026-02-24 23:27:03,before_policy,1
cl0006621,u0292,c0001941,u0076,p000701,2026-02-25 14:38:03,before_policy,0
cl0006622,u0286,c0001941,u0076,p000701,2026-02-25 13:59:03,before_policy,1
cl0006623,u0154,c0001942,u0113,p000703,2026-01-10 06:31:09,before_policy,1
cl0006624,u0016,c0001942,u0113,p000703,2026-01-10 01:45:09,before_policy,0
cl0006625,u0246,c0001943,u0123,p000703,2026-01-09 11:06:09,before_policy,1
cl0006626,u0035,c0001943,u0123,p000703,2026-01-09 12:18:09,before_policy,1
cl0006627,u0238,c0001943,u0123,p000703,2026-01-09 17:09:09,before_policy,1
cl0006628,u0257,c0001943,u0123,p000703,2026-01-09 16:10:09,before_policy,1
cl0006629,u0231,c0001943,u0123,p000703,2026-01-09 18:04:09,before_policy,1
cl0006630,u0049,c0001944,u0162,p000703,2026-01-09 13:17:09,before_policy,0
cl0006631,u0339,c0001945,u0012,p000704,2026-01-29 05:35:25,before_policy,0
cl0006632,u0098,c0001946,u0308,p000704,2026-01-28 17:46:25,before_policy,1
cl0006633,u0120,c0001946,u0308,p000704,2026-01-28 14:01:25,before_policy,1
cl0006634,u0087,c0001946,u0308,p000704,2026-01-28 22:21:25,before_policy,0
cl0006635,u0138,c0001947,u0006,p000705,2026-04-18 06:11:17,after_policy,1
cl0006636,u0085,c0001947,u0006,p000705,2026-04-18 11:02:17,after_policy,1
cl0006637,u0207,c0001947,u0006,p000705,2026-04-18 04:47:17,after_policy,1
cl0006638,u0003,c0001947,u0006,p000705,2026-04-18 01:41:17,after_policy,1
cl0006639,u0050,c0001947,u0006,p000705,2026-04-18 04:53:17,after_policy,1
cl0006640,u0160,c0001947,u0006,p000705,2026-04-18 10:59:17,after_policy,1
cl0006641,u0278,c0001947,u0006,p000705,2026-04-17 23:37:17,after_policy,1
cl0006642,u0170,c0001948,u0311,p000705,2026-04-18 06:31:17,after_policy,1
cl0006643,u0074,c0001948,u0311,p000705,2026-04-18 02:13:17,after_policy,1
cl0006644,u0244,c0001948,u0311,p000705,2026-04-17 23:21:17,after_policy,1
cl0006645,u0047,c0001949,u0148,p000705,2026-04-18 13:00:17,after_policy,1
cl0006646,u0304,c0001949,u0148,p000705,2026-04-18 08:08:17,after_policy,0
cl0006647,u0337,c0001949,u0148,p000705,2026-04-18 11:05:17,after_policy,1
cl0006648,u0276,c0001949,u0148,p000705,2026-04-18 11:42:17,after_policy,0
cl0006649,u0239,c0001949,u0148,p000705,2026-04-18 11:39:17,after_policy,1
cl0006650,u0324,c0001949,u0148,p000705,2026-04-18 13:12:17,after_policy,1
cl0006651,u0020,c0001950,u0245,p000705,2026-04-18 04:46:17,after_policy,1
cl0006652,u0084,c0001950,u0245,p000705,2026-04-18 03:25:17,after_policy,1
cl0006653,u0082,c0001950,u0245,p000705,2026-04-18 10:10:17,after_policy,1
cl0006654,u0335,c0001950,u0245,p000705,2026-04-18 04:16:17,after_policy,1
cl0006655,u0292,c0001950,u0245,p000705,2026-04-18 01:27:17,after_policy,1
cl0006656,u0031,c0001951,u0039,p000705,2026-04-18 21:58:17,after_policy,1
cl0006657,u0128,c0001951,u0039,p000705,2026-04-18 20:43:17,after_policy,0
cl0006658,u0060,c0001952,u0235,p000706,2026-03-19 23:46:15,after_policy,1
cl0006659,u0353,c0001952,u0235,p000706,2026-03-20 02:09:15,after_policy,1
cl0006660,u0095,c0001952,u0235,p000706,2026-03-20 06:12:15,after_policy,1
cl0006661,u0152,c0001952,u0235,p000706,2026-03-20 00:27:15,after_policy,1
cl0006662,u0047,c0001953,u0146,p000707,2026-03-09 01:23:14,after_policy,1
cl0006663,u0182,c0001953,u0146,p000707,2026-03-09 05:33:14,after_policy,0
cl0006664,u0299,c0001953,u0146,p000707,2026-03-09 01:35:14,after_policy,1
cl0006665,u0197,c0001953,u0146,p000707,2026-03-09 03:19:14,after_policy,0
cl0006666,u0197,c0001954,u0107,p000707,2026-03-09 15:09:14,after_policy,0
cl0006667,u0299,c0001955,u0104,p000707,2026-03-09 18:46:14,after_policy,1
cl0006668,u0146,c0001955,u0104,p000707,2026-03-10 01:18:14,after_policy,1
cl0006669,u0268,c0001955,u0104,p000707,2026-03-10 01:37:14,after_policy,1
cl0006670,u0295,c0001956,u0284,p000707,2026-03-09 01:11:14,after_policy,1
cl0006671,u0170,c0001956,u0284,p000707,2026-03-08 23:49:14,after_policy,1
cl0006672,u0143,c0001956,u0284,p000707,2026-03-09 05:18:14,after_policy,0
cl0006673,u0088,c0001956,u0284,p000707,2026-03-09 04:37:14,after_policy,0
cl0006674,u0289,c0001956,u0284,p000707,2026-03-09 06:02:14,after_policy,1
cl0006675,u0237,c0001957,u0161,p000708,2026-03-14 12:32:24,after_policy,1
cl0006676,u0022,c0001957,u0161,p000708,2026-03-14 10:06:24,after_policy,1
cl0006677,u0281,c0001957,u0161,p000708,2026-03-14 10:17:24,after_policy,1
cl0006678,u0330,c0001957,u0161,p000708,2026-03-14 13:56:24,after_policy,1
cl0006679,u0235,c0001957,u0161,p000708,2026-03-14 09:17:24,after_policy,1
cl0006680,u0070,c0001958,u0250,p000708,2026-03-14 05:50:24,after_policy,1
cl0006681,u0032,c0001958,u0250,p000708,2026-03-14 05:19:24,after_policy,1
cl0006682,u0178,c0001959,u0180,p000708,2026-03-14 05:03:24,after_policy,1
cl0006683,u0179,c0001959,u0180,p000708,2026-03-14 03:14:24,after_policy,0
cl0006684,u0240,c0001960,u0202,p000708,2026-03-14 02:44:24,after_policy,0
cl0006685,u0199,c0001960,u0202,p000708,2026-03-14 07:45:24,after_policy,1
cl0006686,u0144,c0001960,u0202,p000708,2026-03-14 02:03:24,after_policy,0
cl0006687,u0291,c0001960,u0202,p000708,2026-03-14 06:31:24,after_policy,1
cl0006688,u0342,c0001960,u0202,p000708,2026-03-14 05:15:24,after_policy,1
cl0006689,u0070,c0001960,u0202,p000708,2026-03-14 11:06:24,after_policy,1
cl0006690,u0023,c0001962,u0027,p000709,2026-04-22 08:41:55,after_policy,1
cl0006691,u0079,c0001962,u0027,p000709,2026-04-22 08:15:55,after_policy,0
cl0006692,u0161,c0001962,u0027,p000709,2026-04-22 05:54:55,after_policy,1
cl0006693,u0202,c0001963,u0059,p000709,2026-04-22 17:11:55,after_policy,1
cl0006694,u0141,c0001963,u0059,p000709,2026-04-22 09:27:55,after_policy,1
cl0006695,u0199,c0001963,u0059,p000709,2026-04-22 17:41:55,after_policy,1
cl0006696,u0303,c0001963,u0059,p000709,2026-04-22 10:58:55,after_policy,0
cl0006697,u0344,c0001963,u0059,p000709,2026-04-22 18:05:55,after_policy,1
cl0006698,u0346,c0001964,u0348,p000710,2026-04-23 23:33:29,after_policy,1
cl0006699,u0340,c0001964,u0348,p000710,2026-04-23 15:34:29,after_policy,0
cl0006700,u0213,c0001964,u0348,p000710,2026-04-23 20:38:29,after_policy,0
cl0006701,u0229,c0001964,u0348,p000710,2026-04-24 01:26:29,after_policy,1
cl0006702,u0285,c0001965,u0054,p000710,2026-04-23 10:14:29,after_policy,1
cl0006703,u0327,c0001965,u0054,p000710,2026-04-23 17:31:29,after_policy,1
cl0006704,u0086,c0001965,u0054,p000710,2026-04-23 20:23:29,after_policy,1
cl0006705,u0311,c0001965,u0054,p000710,2026-04-23 15:25:29,after_policy,1
cl0006706,u0259,c0001965,u0054,p000710,2026-04-23 11:09:29,after_policy,1
cl0006707,u0197,c0001965,u0054,p000710,2026-04-23 13:21:29,after_policy,1
cl0006708,u0170,c0001965,u0054,p000710,2026-04-23 20:48:29,after_policy,1
cl0006709,u0168,c0001966,u0174,p000710,2026-04-23 00:02:29,after_policy,1
cl0006710,u0164,c0001966,u0174,p000710,2026-04-23 02:39:29,after_policy,1
cl0006711,u0118,c0001966,u0174,p000710,2026-04-23 05:56:29,after_policy,1
cl0006712,u0136,c0001966,u0174,p000710,2026-04-23 01:06:29,after_policy,1
cl0006713,u0009,c0001966,u0174,p000710,2026-04-23 08:02:29,after_policy,1
cl0006714,u0116,c0001967,u0196,p000710,2026-04-23 10:03:29,after_policy,0
cl0006715,u0134,c0001967,u0196,p000710,2026-04-23 08:20:29,after_policy,1
cl0006716,u0318,c0001967,u0196,p000710,2026-04-23 08:36:29,after_policy,1
cl0006717,u0231,c0001967,u0196,p000710,2026-04-23 10:35:29,after_policy,1
cl0006718,u0148,c0001968,u0034,p000710,2026-04-23 06:08:29,after_policy,1
cl0006719,u0309,c0001968,u0034,p000710,2026-04-23 03:18:29,after_policy,1
cl0006720,u0005,c0001968,u0034,p000710,2026-04-23 07:42:29,after_policy,1
cl0006721,u0027,c0001969,u0230,p000710,2026-04-23 03:55:29,after_policy,1
cl0006722,u0267,c0001969,u0230,p000710,2026-04-23 13:32:29,after_policy,1
cl0006723,u0323,c0001969,u0230,p000710,2026-04-23 08:11:29,after_policy,1
cl0006724,u0198,c0001969,u0230,p000710,2026-04-23 08:02:29,after_policy,1
cl0006725,u0295,c0001969,u0230,p000710,2026-04-23 04:12:29,after_policy,0
cl0006726,u0266,c0001969,u0230,p000710,2026-04-23 06:13:29,after_policy,0
cl0006727,u0252,c0001969,u0230,p000710,2026-04-23 12:31:29,after_policy,1
cl0006728,u0149,c0001969,u0230,p000710,2026-04-23 04:43:29,after_policy,1
cl0006729,u0342,c0001970,u0206,p000711,2026-04-05 15:46:12,after_policy,1
cl0006730,u0140,c0001970,u0206,p000711,2026-04-05 16:08:12,after_policy,1
cl0006731,u0124,c0001971,u0116,p000712,2026-01-08 10:32:38,before_policy,1
cl0006732,u0129,c0001971,u0116,p000712,2026-01-08 02:49:38,before_policy,1
cl0006733,u0019,c0001971,u0116,p000712,2026-01-08 01:27:38,before_policy,1
cl0006734,u0048,c0001971,u0116,p000712,2026-01-08 03:46:38,before_policy,1
cl0006735,u0013,c0001971,u0116,p000712,2026-01-08 04:49:38,before_policy,1
cl0006736,u0191,c0001972,u0029,p000713,2026-04-27 22:16:14,after_policy,1
cl0006737,u0182,c0001972,u0029,p000713,2026-04-27 23:43:14,after_policy,1
cl0006738,u0095,c0001972,u0029,p000713,2026-04-27 21:46:14,after_policy,1
cl0006739,u0022,c0001972,u0029,p000713,2026-04-28 05:33:14,after_policy,1
cl0006740,u0261,c0001972,u0029,p000713,2026-04-28 04:32:14,after_policy,1
cl0006741,u0198,c0001972,u0029,p000713,2026-04-28 04:27:14,after_policy,1
cl0006742,u0216,c0001973,u0224,p000713,2026-04-27 20:56:14,after_policy,1
cl0006743,u0009,c0001973,u0224,p000713,2026-04-27 22:05:14,after_policy,1
cl0006744,u0329,c0001973,u0224,p000713,2026-04-28 05:08:14,after_policy,1
cl0006745,u0136,c0001973,u0224,p000713,2026-04-27 23:46:14,after_policy,1
cl0006746,u0035,c0001973,u0224,p000713,2026-04-27 22:20:14,after_policy,1
cl0006747,u0077,c0001973,u0224,p000713,2026-04-27 22:25:14,after_policy,1
cl0006748,u0144,c0001974,u0169,p000713,2026-04-27 10:13:14,after_policy,0
cl0006749,u0095,c0001974,u0169,p000713,2026-04-27 07:24:14,after_policy,1
cl0006750,u0110,c0001975,u0321,p000713,2026-04-27 12:02:14,after_policy,1
cl0006751,u0135,c0001975,u0321,p000713,2026-04-27 16:14:14,after_policy,1
cl0006752,u0048,c0001975,u0321,p000713,2026-04-27 12:05:14,after_policy,1
cl0006753,u0293,c0001976,u0105,p000713,2026-04-27 13:43:14,after_policy,1
cl0006754,u0305,c0001976,u0105,p000713,2026-04-27 17:28:14,after_policy,0
cl0006755,u0022,c0001976,u0105,p000713,2026-04-27 15:39:14,after_policy,1
cl0006756,u0081,c0001977,u0307,p000713,2026-04-27 16:59:14,after_policy,1
cl0006757,u0227,c0001977,u0307,p000713,2026-04-27 12:38:14,after_policy,0
cl0006758,u0199,c0001977,u0307,p000713,2026-04-27 19:40:14,after_policy,1
cl0006759,u0342,c0001977,u0307,p000713,2026-04-27 13:59:14,after_policy,1
cl0006760,u0133,c0001978,u0016,p000714,2026-03-21 07:59:01,after_policy,1
cl0006761,u0169,c0001978,u0016,p000714,2026-03-21 14:15:01,after_policy,1
cl0006762,u0210,c0001978,u0016,p000714,2026-03-21 03:56:01,after_policy,1
cl0006763,u0226,c0001978,u0016,p000714,2026-03-21 04:42:01,after_policy,1
cl0006764,u0048,c0001978,u0016,p000714,2026-03-21 03:41:01,after_policy,1
cl0006765,u0251,c0001978,u0016,p000714,2026-03-21 04:14:01,after_policy,1
cl0006766,u0281,c0001979,u0198,p000714,2026-03-21 00:27:01,after_policy,1
cl0006767,u0048,c0001979,u0198,p000714,2026-03-20 23:38:01,after_policy,1
cl0006768,u0323,c0001979,u0198,p000714,2026-03-21 00:01:01,after_policy,1
cl0006769,u0032,c0001979,u0198,p000714,2026-03-21 08:07:01,after_policy,1
cl0006770,u0171,c0001979,u0198,p000714,2026-03-21 05:15:01,after_policy,1
cl0006771,u0121,c0001979,u0198,p000714,2026-03-21 01:43:01,after_policy,1
cl0006772,u0121,c0001980,u0336,p000715,2026-03-31 23:14:40,after_policy,0
cl0006773,u0006,c0001980,u0336,p000715,2026-04-01 00:51:40,after_policy,1
cl0006774,u0297,c0001980,u0336,p000715,2026-03-31 23:10:40,after_policy,1
cl0006775,u0053,c0001980,u0336,p000715,2026-03-31 21:00:40,after_policy,1
cl0006776,u0085,c0001980,u0336,p000715,2026-03-31 21:15:40,after_policy,1
cl0006777,u0047,c0001980,u0336,p000715,2026-03-31 20:16:40,after_policy,1
cl0006778,u0165,c0001980,u0336,p000715,2026-03-31 20:42:40,after_policy,1
cl0006779,u0317,c0001981,u0020,p000715,2026-03-31 19:02:40,after_policy,1
cl0006780,u0260,c0001981,u0020,p000715,2026-03-31 19:56:40,after_policy,1
cl0006781,u0026,c0001982,u0127,p000715,2026-04-01 03:53:40,after_policy,1
cl0006782,u0088,c0001982,u0127,p000715,2026-04-01 00:40:40,after_policy,1
cl0006783,u0097,c0001982,u0127,p000715,2026-04-01 03:49:40,after_policy,1
cl0006784,u0102,c0001982,u0127,p000715,2026-04-01 06:28:40,after_policy,1
