edge_id,user_1,user_2,username_1,username_2,cluster_1,cluster_2,same_ground_truth_cluster,stance_1,stance_2,follow_count,mutual_follow,post_like_count,same_post_like_count,comment_count,reply_count,comment_like_count,before_interactions,after_interactions,total_interactions,final_interaction_weight,edge_type
e0002397,u0105,u0269,Civic0105,Account0269,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0002518,u0112,u0182,Civic0112,Trust0182,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0002976,u0127,u0197,Everyday0127,News0197,C5_general_public,C4_neutral_news,0,mixed,neutral,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0003063,u0130,u0170,Liberty0130,News0170,C2_anti_policy,C4_neutral_news,0,anti,neutral,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0003134,u0096,u0133,Safety0096,Trust0133,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0003552,u0150,u0182,Trust0150,Trust0182,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0003648,u0034,u0155,Cipher0034,Civil0155,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0003682,u0002,u0156,Account0002,Account0156,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0003797,u0160,u0297,Civil0160,Privacy0297,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0003809,u0023,u0161,Account0023,Safety0161,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0003973,u0027,u0171,Reform0027,Reform0171,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0004454,u0191,u0241,Reform0191,Analyst0241,C1_pro_policy,C4_neutral_news,0,pro,neutral,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0004574,u0120,u0197,Privacy0120,News0197,C3_privacy_skeptics,C4_neutral_news,0,skeptical,neutral,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0004663,u0202,u0252,Account0202,Reform0252,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0004716,u0205,u0218,Civic0205,Safety0218,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0004721,u0205,u0269,Civic0205,Account0269,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0004890,u0143,u0212,Data0143,Data0212,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0005637,u0156,u0251,Account0156,Account0251,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0005963,u0093,u0269,Safety0093,Account0269,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0006060,u0275,u0297,Privacy0275,Privacy0297,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0006329,u0126,u0293,Resist0126,Reform0293,C2_anti_policy,C1_pro_policy,0,anti,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0006420,u0212,u0297,Data0212,Privacy0297,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0006483,u0089,u0301,Cipher0089,Cipher0301,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0006759,u0049,u0314,News0049,Trust0314,C4_neutral_news,C1_pro_policy,0,neutral,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0006854,u0283,u0321,Reform0283,Civic0321,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0007014,u0068,u0329,Mixed0068,Free0329,C5_general_public,C2_anti_policy,0,mixed,anti,1,0,0,3,0,0,1,2,0,2,0.115,observed_synthetic_interaction_edge
e0007225,u0210,u0339,Trust0210,News0339,C1_pro_policy,C4_neutral_news,0,pro,neutral,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0007268,u0252,u0341,Reform0252,Account0341,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0007416,u0053,u0347,Civil0053,Cipher0347,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,3,0,0,1,1,1,2,0.115,observed_synthetic_interaction_edge
e0007721,u0081,u0187,Safety0081,Account0187,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,3,0,0,1,0,2,2,0.115,observed_synthetic_interaction_edge
e0008220,u0214,u0245,Social0214,Everyday0245,C5_general_public,C5_general_public,1,mixed,mixed,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0008531,u0144,u0305,Speech0144,Resist0305,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,1,2,3,0.115,observed_synthetic_interaction_edge
e0008552,u0150,u0210,Trust0150,Trust0210,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,2,13,0,0,1,0,3,3,0.115,observed_synthetic_interaction_edge
e0008908,u0073,u0203,Free0073,OpenNet0203,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,2,1,3,0.115,observed_synthetic_interaction_edge
e0009323,u0115,u0208,Free0115,OpenNet0208,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,6,2,0,0,1,2,3,0.115,observed_synthetic_interaction_edge
e0009450,u0026,u0209,Social0026,Mixed0209,C5_general_public,C5_general_public,1,mixed,mixed,0,0,3,4,1,0,2,2,4,6,0.115,observed_synthetic_interaction_edge
e0009595,u0068,u0184,Mixed0068,Social0184,C5_general_public,C5_general_public,1,mixed,mixed,0,0,4,8,0,0,1,1,4,5,0.115,observed_synthetic_interaction_edge
e0009726,u0051,u0192,Speech0051,Free0192,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,4,8,0,0,1,2,3,5,0.115,observed_synthetic_interaction_edge
e0009933,u0025,u0030,Civic0025,Safety0030,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,3,5,0,1,0,1,3,4,0.115,observed_synthetic_interaction_edge
e0009964,u0123,u0279,Resist0123,Free0279,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,4,8,0,0,1,1,4,5,0.115,observed_synthetic_interaction_edge
e0010024,u0246,u0305,Speech0246,Resist0305,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,2,1,3,0.115,observed_synthetic_interaction_edge
e0010323,u0059,u0129,Civic0059,Safety0129,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,3,7,0,0,4,3,4,7,0.115,observed_synthetic_interaction_edge
e0010512,u0114,u0149,Account0114,Trust0149,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,4,8,0,0,1,2,3,5,0.115,observed_synthetic_interaction_edge
e0010648,u0071,u0303,Speech0071,Free0303,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,0,3,3,0.115,observed_synthetic_interaction_edge
e0010669,u0043,u0303,Speech0043,Free0303,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,0,4,4,0.115,observed_synthetic_interaction_edge
e0011036,u0203,u0303,OpenNet0203,Free0303,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,1,2,3,0.115,observed_synthetic_interaction_edge
e0011105,u0112,u0149,Civic0112,Trust0149,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,1,9,1,0,2,0,4,4,0.115,observed_synthetic_interaction_edge
e0011226,u0075,u0153,Free0075,Liberty0153,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,3,7,0,0,4,4,3,7,0.115,observed_synthetic_interaction_edge
e0011528,u0157,u0324,Civil0157,Rights0324,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,0,0,4,8,0,0,1,0,5,5,0.115,observed_synthetic_interaction_edge
e0011616,u0132,u0335,Social0132,Curious0335,C5_general_public,C5_general_public,1,mixed,mixed,0,0,3,7,0,0,4,1,6,7,0.115,observed_synthetic_interaction_edge
e0011731,u0243,u0333,Liberty0243,Free0333,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,4,8,0,0,1,1,4,5,0.115,observed_synthetic_interaction_edge
e0012179,u0137,u0204,Resist0137,Liberty0204,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,0,4,4,0.115,observed_synthetic_interaction_edge
e0012669,u0197,u0240,News0197,Update0240,C4_neutral_news,C4_neutral_news,1,neutral,neutral,0,0,1,12,0,0,4,2,3,5,0.115,observed_synthetic_interaction_edge
e0012783,u0050,u0065,Privacy0050,Civil0065,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,0,0,3,4,1,0,2,3,3,6,0.115,observed_synthetic_interaction_edge
e0012795,u0135,u0178,Reform0135,Trust0178,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,4,8,0,0,1,1,4,5,0.115,observed_synthetic_interaction_edge
e0012839,u0191,u0230,Reform0191,Civic0230,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,1,9,1,0,2,3,1,4,0.115,observed_synthetic_interaction_edge
e0012962,u0035,u0055,Liberty0035,Resist0055,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,1,2,3,0.115,observed_synthetic_interaction_edge
e0013014,u0011,u0106,OpenNet0011,Resist0106,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,4,8,0,0,1,1,4,5,0.115,observed_synthetic_interaction_edge
e0013421,u0190,u0193,Free0190,Liberty0193,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,2,13,0,0,1,2,1,3,0.115,observed_synthetic_interaction_edge
e0013994,u0252,u0322,Reform0252,Account0322,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0014018,u0220,u0227,OpenNet0220,Liberty0227,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,6,2,0,0,1,2,3,0.115,observed_synthetic_interaction_edge
e0015020,u0180,u0261,Civic0180,Civic0261,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,2,13,0,0,1,1,2,3,0.115,observed_synthetic_interaction_edge
e0015220,u0166,u0235,Safety0166,Civic0235,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0015348,u0243,u0256,Liberty0243,Free0256,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,0,4,4,0.115,observed_synthetic_interaction_edge
e0015512,u0180,u0341,Civic0180,Account0341,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,1,6,2,0,0,0,3,3,0.115,observed_synthetic_interaction_edge
e0015687,u0042,u0219,Free0042,Liberty0219,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0015757,u0057,u0183,Resist0057,OpenNet0183,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0015979,u0125,u0238,OpenNet0125,Speech0238,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0016110,u0217,u0285,News0217,Brief0285,C4_neutral_news,C4_neutral_news,1,neutral,neutral,0,0,1,9,1,0,2,1,3,4,0.115,observed_synthetic_interaction_edge
e0016597,u0057,u0219,Resist0057,Liberty0219,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,2,2,4,0.115,observed_synthetic_interaction_edge
e0017033,u0296,u0358,Liberty0296,Speech0358,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,9,1,0,2,0,4,4,0.115,observed_synthetic_interaction_edge
e0017120,u0201,u0247,Liberty0201,Speech0247,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,1,10,0,1,0,1,1,2,0.115,observed_synthetic_interaction_edge
e0017351,u0278,u0324,Privacy0278,Rights0324,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,0,0,1,10,0,1,0,0,2,2,0.115,observed_synthetic_interaction_edge
e0018655,u0200,u0290,User0200,Social0290,C5_general_public,C5_general_public,1,mixed,mixed,0,0,0,8,1,0,5,4,2,6,0.115,observed_synthetic_interaction_edge
e0019114,u0170,u0240,News0170,Update0240,C4_neutral_news,C4_neutral_news,1,neutral,neutral,0,0,0,9,0,1,3,0,4,4,0.115,observed_synthetic_interaction_edge
e0019790,u0076,u0246,Free0076,Speech0246,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,0,8,1,0,5,0,6,6,0.115,observed_synthetic_interaction_edge
e0000027,u0002,u0235,Account0002,Civic0235,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000070,u0005,u0146,Data0005,Privacy0146,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000084,u0006,u0328,Civil0006,Brief0328,C3_privacy_skeptics,C4_neutral_news,0,skeptical,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000119,u0008,u0320,Civic0008,Civic0320,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000178,u0009,u0300,Liberty0009,Resist0300,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000212,u0011,u0251,OpenNet0011,Account0251,C2_anti_policy,C1_pro_policy,0,anti,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000241,u0012,u0074,Civil0012,Analyst0074,C3_privacy_skeptics,C4_neutral_news,0,skeptical,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000258,u0013,u0202,Safety0013,Account0202,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000536,u0024,u0217,Trust0024,News0217,C1_pro_policy,C4_neutral_news,0,pro,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000667,u0028,u0250,Safety0028,Trust0250,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000736,u0031,u0287,Rights0031,Brief0287,C3_privacy_skeptics,C4_neutral_news,0,skeptical,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0000753,u0032,u0323,Civic0032,Safety0323,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000857,u0036,u0354,Cipher0036,Cipher0354,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0000861,u0036,u0357,Cipher0036,Rights0357,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0001246,u0050,u0325,Privacy0050,Liberty0325,C3_privacy_skeptics,C2_anti_policy,0,skeptical,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0001407,u0059,u0222,Civic0059,Civic0222,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0001522,u0047,u0064,Privacy0047,Civil0064,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0001863,u0078,u0116,Safety0078,Reform0116,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0001918,u0002,u0081,Account0002,Safety0081,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0002002,u0087,u0181,Everyday0087,Policy0181,C5_general_public,C4_neutral_news,0,mixed,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002098,u0091,u0156,Account0091,Account0156,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002171,u0095,u0307,Reform0095,Reform0307,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002276,u0049,u0100,News0049,Free0100,C4_neutral_news,C2_anti_policy,0,neutral,anti,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0002406,u0105,u0218,Civic0105,Safety0218,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0002481,u0110,u0342,Trust0110,Safety0342,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002560,u0114,u0288,Account0114,User0288,C1_pro_policy,C5_general_public,0,pro,mixed,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002621,u0088,u0115,Everyday0088,Free0115,C5_general_public,C2_anti_policy,0,mixed,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0002853,u0123,u0192,Resist0123,Free0192,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0003392,u0143,u0146,Data0143,Privacy0146,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0003645,u0155,u0221,Civil0155,Civil0221,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0003671,u0156,u0206,Account0156,Reform0206,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0003780,u0160,u0212,Civil0160,Data0212,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0003783,u0160,u0234,Civil0160,Privacy0234,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004176,u0178,u0218,Trust0178,Safety0218,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004235,u0183,u0196,OpenNet0183,Speech0196,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004267,u0109,u0183,Speech0109,OpenNet0183,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004328,u0186,u0349,User0186,User0349,C5_general_public,C5_general_public,1,mixed,mixed,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004398,u0161,u0188,Safety0161,Trust0188,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0004426,u0190,u0339,Free0190,News0339,C2_anti_policy,C4_neutral_news,0,anti,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0004452,u0191,u0285,Reform0191,Brief0285,C1_pro_policy,C4_neutral_news,0,pro,neutral,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004729,u0206,u0258,Reform0206,Trust0258,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0004868,u0053,u0211,Civil0053,Rights0211,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0004993,u0219,u0223,Liberty0219,Free0223,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0005111,u0206,u0225,Reform0206,Account0225,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0005294,u0108,u0233,Rights0108,Rights0233,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0005437,u0241,u0355,Analyst0241,Safety0355,C4_neutral_news,C1_pro_policy,0,neutral,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0005614,u0249,u0293,Trust0249,Reform0293,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0005918,u0266,u0267,Analyst0266,Account0267,C4_neutral_news,C1_pro_policy,0,neutral,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0005966,u0161,u0269,Safety0161,Account0269,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0006024,u0007,u0272,Update0007,Cipher0272,C4_neutral_news,C3_privacy_skeptics,0,neutral,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006066,u0211,u0275,Rights0211,Privacy0275,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0006154,u0171,u0280,Reform0171,Account0280,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006198,u0179,u0282,Free0179,Liberty0282,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006212,u0087,u0284,Everyday0087,Analyst0284,C5_general_public,C4_neutral_news,0,mixed,neutral,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0006297,u0291,u0321,Trust0291,Civic0321,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0006613,u0013,u0307,Safety0013,Reform0307,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0006643,u0017,u0309,Privacy0017,Rights0309,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006671,u0105,u0311,Civic0105,News0311,C1_pro_policy,C4_neutral_news,0,pro,neutral,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006774,u0235,u0315,Civic0235,Civic0315,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006843,u0150,u0320,Trust0150,Civic0320,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006900,u0262,u0324,Rights0262,Rights0324,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0006923,u0325,u0351,Liberty0325,Resist0351,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007063,u0209,u0331,Mixed0209,Liberty0331,C5_general_public,C2_anti_policy,0,mixed,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007086,u0044,u0331,OpenNet0044,Liberty0331,C2_anti_policy,C2_anti_policy,1,anti,anti,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0007149,u0261,u0334,Civic0261,Resist0334,C1_pro_policy,C2_anti_policy,0,pro,anti,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007241,u0253,u0340,Rights0253,Data0340,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0007277,u0119,u0341,Resist0119,Account0341,C2_anti_policy,C1_pro_policy,0,anti,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0007333,u0022,u0344,Account0022,Trust0344,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,1,0,1,0.114,observed_synthetic_interaction_edge
e0007694,u0089,u0360,Cipher0089,Cipher0360,C3_privacy_skeptics,C3_privacy_skeptics,1,skeptical,skeptical,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007720,u0048,u0171,Safety0048,Reform0171,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007777,u0330,u0341,Civic0330,Account0341,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0007781,u0027,u0218,Reform0027,Safety0218,C1_pro_policy,C1_pro_policy,1,pro,pro,1,0,0,4,0,0,0,0,1,1,0.114,observed_synthetic_interaction_edge
e0008890,u0145,u0331,OpenNet0145,Liberty0331,C2_anti_policy,C2_anti_policy,1,anti,anti,0,0,4,9,0,0,0,0,4,4,0.114,observed_synthetic_interaction_edge
e0008953,u0230,u0353,Civic0230,Civic0353,C1_pro_policy,C1_pro_policy,1,pro,pro,0,0,3,8,0,0,3,1,5,6,0.114,observed_synthetic_interaction_edge
e0009334,u0046,u0285,News0046,Brief0285,C4_neutral_news,C4_neutral_news,1,neutral,neutral,0,0,3,5,1,0,1,1,4,5,0.114,observed_synthetic_interaction_edge
